1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. PARENT CO NAME,15. PARENT CO DB NUM,16. STANDARD PARENT CO NAME,17. FEDERAL FACILITY,18. INDUSTRY SECTOR CODE,19. INDUSTRY SECTOR,20. PRIMARY SIC,26. PRIMARY NAICS,27. NAICS 2,32. DOC_CTRL_NUM,33. CHEMICAL,34. ELEMENTAL METAL INCLUDED,35. CAS #/COMPOUND ID,36. SRS ID,37. CLEAN AIR ACT CHEMICAL,38. CLASSIFICATION,39. METAL,40. METAL CATEGORY,41. CARCINOGEN,42. FORM TYPE,43. UNIT OF MEASURE,44. 5.1 - FUGITIVE AIR,45. 5.2 - STACK AIR,46. 5.3 - WATER,47. 5.4 - UNDERGROUND,48. 5.4.1 - UNDERGROUND CL I,49. 5.4.2 - UNDERGROUND C II-V,50. 5.5.1 - LANDFILLS,51. 5.5.1A - RCRA C LANDFILL,52. 5.5.1B - OTHER LANDFILLS,53. 5.5.2 - LAND TREATMENT,54. 5.5.3 - SURFACE IMPNDMNT,55. 5.5.3A - RCRA SURFACE IM,56. 5.5.3B - OTHER SURFACE I,57. 5.5.4 - OTHER DISPOSAL,58. ON-SITE RELEASE TOTAL,59. 6.1 - POTW - TRNS RLSE,60. 6.1 - POTW - TRNS TRT,61. POTW - TOTAL TRANSFERS,62. 6.2 - M10,63. 6.2 - M41,64. 6.2 - M62,65. 6.2 - M40 METAL,66. 6.2 - M61 METAL,67. 6.2 - M71,68. 6.2 - M81,69. 6.2 - M82,70. 6.2 - M72,71. 6.2 - M63,72. 6.2 - M66,73. 6.2 - M67,74. 6.2 - M64,75. 6.2 - M65,76. 6.2 - M73,77. 6.2 - M79,78. 6.2 - M90,79. 6.2 - M94,80. 6.2 - M99,81. OFF-SITE RELEASE TOTAL,82. 6.2 - M20,83. 6.2 - M24,84. 6.2 - M26,85. 6.2 - M28,86. 6.2 - M93,87. OFF-SITE RECYCLED TOTAL,88. 6.2 - M56,89. 6.2 - M92,90. OFF-SITE ENERGY RECOVERY T,91. 6.2 - M40 NON-METAL,92. 6.2 - M50,93. 6.2 - M54,94. 6.2 - M61 NON-METAL,95. 6.2 - M69,96. 6.2 - M95,97. OFF-SITE TREATED TOTAL,98. 6.2 - UNCLASSIFIED,99. 6.2 - TOTAL TRANSFER,100. TOTAL RELEASES,101. 8.1 - RELEASES,102. 8.1A - ON-SITE CONTAINED,103. 8.1B - ON-SITE OTHER,104. 8.1C - OFF-SITE CONTAIN,105. 8.1D - OFF-SITE OTHER R,106. 8.2 - ENERGY RECOVER ON,107. 8.3 - ENERGY RECOVER OF,108. 8.4 - RECYCLING ON SITE,109. 8.5 - RECYCLING OFF SIT,110. 8.6 - TREATMENT ON SITE,111. 8.7 - TREATMENT OFF SITE,112. PRODUCTION WSTE (8.1-8.7),113. 8.8 - ONE-TIME RELEASE,114. PROD_RATIO_OR_ ACTIVITY,115. 8.9 - PRODUCTION RATIO,New Georeferenced Column
2017,8431WWSTPN57N5W,110057312395,WEST POINT DAIRY PRODUCTS INC,570 N 500 W,HYRUM,CACHE,UT,84319,,,41.64681,-111.868102,WUETHRICH BROTHERS-NEBRASKA LLC,NA,WUETHRICH BROTHERS-NEBRASKA LLC,false,311,Food,,311512,,1317216272498,NITRATE COMPOUNDS,false,N511,649616,false,TRI,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109.4,27984.6,31094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27984.6,0,27984.6,3109.4,0,0,0,0,3109.4,0,0,0,0,0,27984.6,31094,,,,POINT (-111.868102 41.64681)
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215689264,PENDIMETHALIN,false,40487421,281436,false,PBT,false,0,false,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,102,,ACTIVITY,1,POINT (-112.9681 40.7344)
2018,84006KNNCT8362W,110009506347,KENNECOTT UTAH COPPER SMELTER & REFINERY,12000 WEST 2100 SOUTH & 11500 W 2100 S,MAGNA,SALT LAKE,UT,84044,,,40.734036,-112.14104,RIO TINTO AMERICA INC,NA,RIO TINTO AMERICA INC,false,331,Primary Metals,,331410,,1318217077041,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",false,7647010,152231,true,TRI,false,0,false,R,Pounds,500,4,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,504,0,0,0,0,0,0,250,0,754,,PRODUCTION,0.96,POINT (-112.14104 40.734036)
2017,84006KNNCT8362W,110009506347,KENNECOTT UTAH COPPER SMELTER & REFINERY,12000 WEST 2100 SOUTH & 11500 W 2100 S,MAGNA,SALT LAKE,UT,84044,,,40.734036,-112.14104,RIO TINTO AMERICA INC,NA,RIO TINTO AMERICA INC,false,331,Primary Metals,,331410,,1317216162812,MANGANESE COMPOUNDS,false,N450,650010,true,TRI,true,1,false,R,Pounds,60,108,500,0,0,0,0,0,1,0,0,0,30000,0,30669,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,30735,0,1,30668,0,66,0,0,0,0,0,0,30735,,ACTIVITY,0.75,POINT (-112.14104 40.734036)
2015,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1315214366938,"1,2-DICHLOROETHYLENE",false,540590,51904,false,TRI,false,0,false,R,Pounds,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0.155,0,0,0,0,0,0,0,0,0,0,21345.25,0,0,0,0,21345.25,0,21345.405,10.155,0,0,10,0.155,0,0,0,0,0,23539,21345.25,44894.405,,ACTIVITY,0.21,POINT (-112.9681 40.7344)
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215689011,HEXACHLOROPHENE,false,70304,4622,false,TRI,false,0,false,R,Pounds,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.96,0,0,0,0,184.96,0,184.96,0.02,0,0,0.02,0,0,0,0,0,0,16150,184.96,16334.98,,ACTIVITY,1,POINT (-112.9681 40.7344)
2016,84302VLCRF1875W,110000771291,NUCOR CORP VULCRAFT DIV,1875 W HWY 13,BRIGHAM CITY,BOX ELDER,UT,84302,,,41.532156,-112.058002,NUCOR CORP,3446796,NUCOR CORP,false,332,Fabricated Metals,,332312,331221,1316215458528,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0.18,0,0,157.18,0,0,0,0,304.92,304.92,0,0,0,0,0,0,0,0,0,0,0,462.1,161.38,0,0,4.2,157,0.18,0,0,0,304.92,0,0,466.3,,PRODUCTION,0.98,POINT (-112.058002 41.532156)
2017,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1317216582294,DIOXIN AND DIOXIN-LIKE COMPOUNDS,false,N150,755371,true,Dioxin,false,0,true,R,Grams,0.0132,0.0279,0,0,0,0,0,0,0,0,0,0,0,0,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411,0,0,0.0411,0,0,0,0,0,0,2.764,0,2.8051,,ACTIVITY,1,POINT (-111.90441 40.7889)
2017,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1317216582573,XYLENE (MIXED ISOMERS),false,1330207,84970,true,TRI,false,0,false,R,Pounds,6498,2696,0,0,0,0,0,0,0,0,0,0,0,4.1,9198.1,1485.4,5941.6,7427,0,0,0,0,0,0,0,0,0,0,0,0,3.24,84.67,0,0,0,0,0.93,1574.24,0,0,0,0,0,0,0,0,0,0,7.85,0,0,0,0,5949.45,0,6038.29,10772.34,0,0,9198.1,225.78,1263.52,0,0,0,0,0,5941.7,16629.1,92.69,PRODUCTION,1.07,POINT (-111.90441 40.7889)
2018,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1318217503768,METHOXYCHLOR,false,72435,4903,true,PBT,false,0,false,R,Pounds,0.08,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.53,0,0,0,0,663.53,0,663.53,0.09,0,0,0.09,0,0,0,0,0,0,3780,663.53,4443.62,,ACTIVITY,1,POINT (-112.9681 40.7344)
2018,84074TLRMYSDSTE,110013864078,U.S. ARMY TOOELE ARMY DEPOT,ATTN: JMTE-GME 1 TOOELE ARMY DEPOT BLDG 501,TOOELE,TOOELE,UT,840745003,,,40.526461,-112.410368,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,true,999,Other,,928110,,1318216946943,DIOXIN AND DIOXIN-LIKE COMPOUNDS,false,N150,755371,true,Dioxin,false,0,true,R,Grams,0,0.1507,0,0,0,0,0,0,0,0,0,0,0,0,0.1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1507,0,0,0.1507,0,0,0,0,0,0,0,0,0.1507,,ACTIVITY,1.32,POINT (-112.410368 40.526461)
2015,8405WSHWCRPINEE,110069270265,SHAWCOR,1750 N PIONEER LN,VINEYARD,UTAH,UT,84058,,,40.32848,-111.75346,SHAWCOR PIPE PROTECTION LLC,835678574,SHAWCOR PIPE PROTECTION LLC,false,332,Fabricated Metals,,332812,,1315214438374,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,16,0,0,0,0,0,0,0,16,,PRODUCTION,1.27,POINT (-111.75346 40.32848)
2018,84528PCFCR10MIL,110020101922,PACIFICORP ENERGY-HUNTINGTON PLANT,10 MILES W OF HUNTINGTON,HUNTINGTON,EMERY,UT,84528,,,39.381462,-111.080089,BERKSHIRE HATHAWAY INC,7909013,BERKSHIRE HATHAWAY INC,false,2211,Electric Utilities,,221112,,1318217474802,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",false,7664939,152405,false,TRI,false,0,false,R,Pounds,0,2793,0,0,0,0,0,0,0,0,0,0,0,0,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2793,0,0,2793,0,0,0,0,0,0,71404,0,74197,,PRODUCTION,0.95,POINT (-111.080089 39.381462)
2017,84006KNNCT12300,110000468805,KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT,8362 WEST 10200 SOUTH,BINGHAM CANYON,SALT LAKE,UT,84006,,,40.516667,-112.15,RIO TINTO AMERICA INC,NA,RIO TINTO AMERICA INC,false,2122,Metal Mining,,212230,221112,1317216162457,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),false,N090,649475,true,TRI,true,1,false,R,Pounds,491,13,500,0,0,0,0,0,0,0,0,0,84562,176,85742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85742,0,0,85732,0,0,0,0,0,0,0,0,85732,10,ACTIVITY,1.21,POINT (-112.15 40.516667)
2018,84330NCRST7285W,110020079537,NUCOR STEEL - A DIV OF NUCOR CORP,7825 W 21200 N,PLYMOUTH,BOX ELDER,UT,84330,,,41.8825,-112.1964,NUCOR CORP,3446796,NUCOR CORP,false,331,Primary Metals,,331110,,1318217358074,BARIUM  and BARIUM COMPOUNDS,true,N040,649426,false,TRI,false,3,false,R,Pounds,1,277,102,0,0,0,0,0,103833,0,0,0,0,0,104213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1677,0,0,0,0,0,1723,0,10442,0,0,0,10442,0,0,0,0,0,0,0,0,0,0,0,12165,105936,0,103833,380,1723,0,0,0,0,10442,0,0,116378,,PRODUCTION,0.99,POINT (-112.1964 41.8825)
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215688716,ANTIMONY COMPOUNDS,false,N010,649921,true,TRI,true,1,false,R,Pounds,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206422.83,0,0,0,797.5,0,207220.33,0,0,1290.07,0,0,1290.07,0,0,0,0,0,0,0,0,0,0,0,208510.4,207220.35,0,0,0.02,206422.83,797.5,0,0,0,1290.07,0,0,208510.42,,ACTIVITY,1,POINT (-112.9681 40.7344)
2018,84050HLNMN6055E,110012414128,HOLCIM (US) INC DEVIL'S SLIDE PLANT,6055 E CROYDON RD,MORGAN,MORGAN,UT,84050,,,41.0633,-111.5317,HOLCIM (US) INC,608963674,LAFARGEHOLCIM NORTH AMERICA INC,false,327,Nonmetallic Mineral Product,,327310,,1318217073826,MANGANESE COMPOUNDS,false,N450,650010,true,TRI,true,1,false,R,Pounds,4.07,33.72,0,0,0,0,0,0,28610,0,0,0,0,0,28647.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28647.79,0,28610,37.79,0,0,0,0,0,0,0,0,28647.79,,PRODUCTION,1.1,POINT (-111.5317 41.0633)
2015,84404LKYWS551SD,110039204802,ELKAY PLUMBING PRODUCTS CO,551 S DEPOT DR,OGDEN,WEBER,UT,84404,,,41.253063,-111.99724,ELKAY MANUFACTURING CO,5080429,ELKAY MANUFACTURING CO,false,332,Fabricated Metals,,332999,,1315213582366,NICKEL,false,7440020,149674,true,TRI,true,1,true,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,142,0,0,0,0,87651,87651,0,0,0,0,0,0,0,0,0,0,0,87793,142,0,0,0,0,142,0,0,0,87651,0,0,87793,,PRODUCTION,0.92,POINT (-111.99724 41.253063)
2017,84015NPTCH851SF,110028188244,CB&I CLEARFIELD,210 E 700 S ST,CLEARFIELD,DAVIS,UT,84015,,,41.1016,-112.022469,THE SHAW GROUP INC,180038382,MCDERMOTT,false,332,Fabricated Metals,,332996,,1317216073015,COPPER,false,7440508,150086,false,TRI,true,1,false,R,Pounds,12.35,6.73,0,0,0,0,0,0,0,0,0,0,0,0,19.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27220.91,27220.91,0,0,0,0,0,0,0,0,0,0,0,27220.91,19.08,0,0,19.08,0,0,0,0,0,27220.91,0,0,27239.99,,ACTIVITY,1.56,POINT (-112.022469 41.1016)
2015,84103MCLCM474WE,110000469243,TESORO REFINING & MARKETING COMPANY LLC - SLC,474 W 900 N,SALT LAKE CITY,SALT LAKE,UT,84103,,,40.7889,-111.90441,TESORO CORP,8133480,MARATHON PETROLEUM CORP,false,324,Petroleum,,324110,,1315214375331,"1,2,4-TRIMETHYLBENZENE",false,95636,16261,false,TRI,false,0,false,R,Pounds,680,490,0,0,0,0,0,0,0,0,0,0,0,13,1183,384,816,1200,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,389,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,825,0,830,1572,0,0,1183,136,253,0,0,0,0,0,825,2397,,PRODUCTION,0.87,POINT (-111.90441 40.7889)
2015,84050HLNMN6055E,110012414128,HOLCIM (US) INC DEVIL'S SLIDE PLANT,6055 E CROYDON RD,MORGAN,MORGAN,UT,84050,,,41.0633,-111.5317,HOLCIM (US) INC,608963674,LAFARGEHOLCIM NORTH AMERICA INC,false,327,Nonmetallic Mineral Product,,327310,,1315213803897,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",false,7647010,152231,true,TRI,false,0,false,R,Pounds,0,30290,0,0,0,0,0,0,0,0,0,0,0,0,30290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30290,0,0,30290,0,0,0,0,0,0,0,0,30290,,ACTIVITY,1.07,POINT (-111.5317 41.0633)
2018,84157STKRP3313W,110020516100,STAKER & PARSON CALIFORNIA READY-MIX CONCRETE,3313 W DIRECTORS ROW,SALT LAKE CITY,SALT LAKE,UT,84104,,,40.745774,-111.970208,CRH AMERICAS INC,37176591,CRH AMERICAS INC,false,327,Nonmetallic Mineral Product,,327320,,1318217334073,MERCURY,false,7439976,149633,true,PBT,true,1,false,R,Pounds,0.273,0.000692,0,0,0,0,0,0,0,0,0,0,0.56,0.42,1.253692,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,1.673692,0,0,1.253692,0,0.42,0,0,0,0,0,0,1.673692,,PRODUCTION,0.87,POINT (-111.970208 40.745774)
2016,84074TLRMYSDSTE,110013864078,U.S. ARMY TOOELE ARMY DEPOT,ATTN: JMTE-GME 1 TOOELE ARMY DEPOT BLDG 501,TOOELE,TOOELE,UT,840745003,,,40.526461,-112.410368,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,true,999,Other,,928110,,1316215225071,ALUMINUM (FUME OR DUST),false,7429905,149476,false,TRI,false,4,false,R,Pounds,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,0,0,1569,0,0,0,0,0,0,16186,0,17755,,ACTIVITY,0.2,POINT (-112.410368 40.526461)
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215689631,ACRYLONITRILE,false,107131,24182,true,TRI,false,0,true,R,Pounds,2.25,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.82,0,0,0,0,53.82,0,53.82,2.26,0,0,2.26,0,0,0,0,0,0,10784,53.82,10840.08,,ACTIVITY,1,POINT (-112.9681 40.7344)
2016,84078BNNZP12500,110015757670,BONANZA POWER PLANT,12500 E 25500 S,VERNAL,UINTAH,UT,84078,687,"Ute Indian Tribe of the Uintah & Ouray Reservation, Utah",40.0864,-109.2844,DESERET POWER,98814395,DESERET POWER,false,2211,Electric Utilities,,221112,,1316215042449,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",false,7664939,152405,false,TRI,false,0,false,R,Pounds,0,15292,0,0,0,0,0,0,0,0,0,0,0,0,15292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15292,0,0,15292,0,0,0,0,0,0,235298,0,250590,,PRODUCTION,0.9,POINT (-109.2844 40.0864)
2017,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1317216603441,CHLORDANE,false,57749,2683,true,PBT,false,0,true,R,Pounds,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27320.69,0,0,0,0,27320.69,0,27320.69,0.03,0,0,0.03,0,0,0,0,0,0,19691,27320.69,47011.72,,ACTIVITY,1.2,POINT (-112.9681 40.7344)
2015,84120JHNSN4601W,110055233251,ASAHI REFINING USA INC,4601 W 2100 S,WEST VALLEY CITY,SALT LAKE,UT,84120,,,40.72557,-112.00081,NA,,NA,false,331,Primary Metals,,331410,,1315213940733,ZINC COMPOUNDS,false,N982,649699,false,TRI,true,1,false,R,Pounds,5,0.54,0,0,0,0,0,0,0,0,0,0,0,0,5.54,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,71626,0,0,0,71626,0,0,0,0,0,0,0,0,0,0,0,71626,8,0,0,5.54,0,2.46,0,0,0,71626,0,0,71634,,ACTIVITY,0.83,POINT (-112.00081 40.72557)
2017,84330NCRST7285W,110020079537,NUCOR STEEL - A DIV OF NUCOR CORP,7825 W 21200 N,PLYMOUTH,BOX ELDER,UT,84330,,,41.8825,-112.1964,NUCOR CORP,3446796,NUCOR CORP,false,331,Primary Metals,,331110,,1317216520647,LEAD COMPOUNDS,false,N420,650002,true,PBT,true,1,false,R,Pounds,222.9,633.8,0.8,0,0,0,0,0,226854.3,0,0,0,0,0,227711.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,10611.8,0,0,0,0,0,10620.7,0,327438.6,0,0,0,327438.6,0,0,0,0,0,0,0,0,0,0,0,338059.3,238332.5,0,226854.3,857.5,10620.7,0,0,0,0,327438.6,0,0,565771.1,,PRODUCTION,1.12,POINT (-112.1964 41.8825)
2015,84321BCRXX1895N,110020516119,BAICOR,1895 N 600 W,LOGAN,CACHE,UT,84321,,,41.76718,-111.84883,BRANDT CONSOLIDATED INC,25758475,BRANDT CONSOLIDATED INC,false,325,Chemicals,,325314,,1315213608351,NITRATE COMPOUNDS,false,N511,649616,false,TRI,false,0,false,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-111.84883 41.76718)
2016,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1316215689389,AMITROLE,false,61825,3533,false,TRI,false,0,true,R,Pounds,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.16,0,0,0,0,192.16,0,192.16,0.01,0,0,0.01,0,0,0,0,0,0,10225,192.16,10417.17,,ACTIVITY,1,POINT (-112.9681 40.7344)
2015,84029SFTYK11600,110000906985,CLEAN HARBORS ARAGONITE LLC,11600 NORTH APTUS ROAD,GRANTSVILLE,TOOELE,UT,84029,,,40.7344,-112.9681,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,false,562,Hazardous Waste,,562211,562213,1315214367637,LEAD,false,7439921,149583,true,PBT,true,1,true,R,Pounds,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55419,0,0,0,29683.86,0,85102.86,0,0,0,0,7986.859,7986.859,0,0,0,0,0,0,0,0,0,0,0,93089.719,85104.44,0,0,1.57922,55419,29683.86,0,0,0,7986.859,0,0,93091.29822,0.00078,ACTIVITY,0.93,POINT (-112.9681 40.7344)
2015,84044HRCLS4950S,110002380254,ATK LAUNCH SYSTEMS-BACCHUS,5000 S 8400 W,MAGNA,SALT LAKE,UT,84044,,,40.668325,-112.091908,NORTHROP GRUMMAN CORP,967356127,NORTHROP GRUMMAN CORP,false,336,Transportation Equipment,,336415,,1315213784945,NITRIC ACID,false,7697372,152686,false,TRI,false,0,false,R,Pounds,0,2434,0,0,0,0,0,0,0,0,0,0,0,0,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46572,0,46572,0,0,0,0,0,0,0,0,0,0,0,46572,2434,0,0,2434,0,0,0,0,0,46572,0,0,49006,,PRODUCTION,1.35,POINT (-112.091908 40.668325)
2018,8440WBRNSR125SU,110037445921,BARNES AEROSPACE OGDEN DIV,1025 S DEPOT DR,OGDEN,WEBER,UT,84404,,,41.247142,-111.994517,BARNES GROUP INC,1145481,BARNES GROUP INC,false,336,Transportation Equipment,,336413,,1318217391958,HYDROGEN FLUORIDE,false,7664393,152371,true,TRI,false,0,false,R,Pounds,5,250,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,0,0,0,9050,0,9305,,PRODUCTION,1,POINT (-111.994517 41.247142)
